rank,release_date,primary_title,budget,domestic_gross,worldwide_gross_raw,release_year,month,vote_average,vote_count,genre_ids,primary_genre,worldwide_gross_millions,budget_millions,domestic_gross_millions,roi_percent
49,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0,2015,7,,,,,432.150894,155.0,89.760956,178.81
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,2018,3,5.9,2213.0,"[28, 14, 878, 12]",Action,290.930148,155.0,59.874525,87.7
51,2004-11-24,Alexander,155000000.0,34297191.0,167297191.0,2004,11,,,,,167.297191,155.0,34.297191,7.93
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,2017,7,7.0,5235.0,"[18, 878, 10752]",Drama,489.592267,152.0,146.880162,222.1
53,2001-05-25,Pearl Harbor,151500000.0,198539855.0,449239855.0,2001,5,,,,,449.239855,151.5,198.539855,196.53
54,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0,2007,7,,,,,708.272592,151.0,319.246193,369.05
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,2017,6,5.9,34.0,"[28, 14]",Action,821.133378,150.0,412.563408,447.42
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,2017,6,7.3,12566.0,"[12, 14, 10752, 10749]",Adventure,821.133378,150.0,412.563408,447.42
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,2013,11,5.8,987.0,[53],Thriller,1272.46991,150.0,400.738009,748.31
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,2013,11,7.3,9767.0,"[16, 12, 10751]",Animation,1272.46991,150.0,400.738009,748.31
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,2016,3,7.7,9977.0,"[16, 12, 10751, 35]",Animation,1019.429616,150.0,341.268248,579.62
58,2007-07-11,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457.0,2007,7,,,,,943.076457,150.0,292.13726,528.72
59,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794.0,2005,11,,,,,897.099794,150.0,290.201752,498.07
60,2003-05-15,The Matrix Reloaded,150000000.0,281553689.0,738576929.0,2003,5,,,,,738.576929,150.0,281.553689,392.38
61,2007-12-14,I am Legend,150000000.0,256393010.0,585532684.0,2007,12,,,,,585.532684,150.0,256.39301,290.36
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,2016,11,6.5,16.0,[99],Documentary,637.517365,150.0,248.757044,325.01
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,2016,11,7.5,6907.0,"[12, 35, 10751, 16]",Adventure,637.517365,150.0,248.757044,325.01
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,2016,11,7.5,6907.0,"[12, 35, 10751, 16]",Adventure,637.517365,150.0,248.757044,325.01
63,2008-07-01,Hancock,150000000.0,227946274.0,624234272.0,2008,7,,,,,624.234272,150.0,227.946274,316.16
64,2005-07-15,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0,2005,7,,,,,475.825484,150.0,206.459076,217.22
65,2007-06-29,Ratatouille,150000000.0,206445654.0,626549695.0,2007,6,,,,,626.549695,150.0,206.445654,317.7
66,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,2013,11,6.7,10171.0,"[28, 12, 14]",Action,644.602516,150.0,206.36214,329.74
67,2005-06-15,Batman Begins,150000000.0,205343774.0,359142722.0,2005,6,,,,,359.142722,150.0,205.343774,139.43
68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000.0,195042377.0,688858992.0,2015,7,,,,,688.858992,150.0,195.042377,359.24
69,2017-07-21,Dunkirk,150000000.0,190068280.0,499837368.0,2017,7,7.4,9156.0,"[10752, 28, 18]",War,499.837368,150.0,190.06828,233.22
70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,2011,5,6.7,12764.0,"[12, 14, 28]",Adventure,449.326618,150.0,181.030624,199.55
71,2008-11-07,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0,2008,11,,,,,599.680774,150.0,180.17488,299.79
72,2009-05-01,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0,2009,5,,,,,374.82576,150.0,179.883157,149.88
73,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000.0,177243721.0,402231063.0,2009,5,,,,,402.231063,150.0,177.243721,168.15
74,2011-05-26,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,2011,5,6.7,3628.0,"[16, 10751]",Animation,664.837547,150.0,165.249063,343.23
75,2015-05-15,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0,2015,5,7.4,14454.0,"[28, 12, 878]",Action,370.09802,150.0,153.636354,146.73
76,2019-05-10,PokÃ©mon: Detective Pikachu,150000000.0,139507806.0,411258433.0,2019,5,,,,,411.258433,150.0,139.507806,174.17
77,2003-11-05,The Matrix Revolutions,150000000.0,139270910.0,427300260.0,2003,11,,,,,427.30026,150.0,139.27091,184.87
78,2018-03-29,Ready Player One,150000000.0,137690172.0,579290136.0,2018,3,7.6,7021.0,"[12, 878]",Adventure,579.290136,150.0,137.690172,286.19
79,2005-11-04,Chicken Little,150000000.0,135386665.0,310043823.0,2005,11,,,,,310.043823,150.0,135.386665,106.7
80,2006-05-05,Mission: Impossible III,150000000.0,133501348.0,397501348.0,2006,5,,,,,397.501348,150.0,133.501348,165.0
81,2009-05-15,Angels & Demons,150000000.0,133375846.0,490875846.0,2009,5,,,,,490.875846,150.0,133.375846,227.25
82,2004-05-14,Troy,150000000.0,133298577.0,484161265.0,2004,5,,,,,484.161265,150.0,133.298577,222.77
83,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0,2010,7,4.6,2143.0,"[28, 12, 10751, 14]",Action,319.713881,150.0,131.772187,113.14
84,2007-11-02,Bee Movie,150000000.0,126631277.0,287594577.0,2007,11,,,,,287.594577,150.0,126.631277,91.73
85,2009-07-24,G-Force,150000000.0,119436770.0,292817841.0,2009,7,,,,,292.817841,150.0,119.43677,95.21
86,2008-11-21,Bolt,150000000.0,114053579.0,328015029.0,2008,11,,,,,328.015029,150.0,114.053579,118.68
87,2012-03-30,Wrath of the Titans,150000000.0,83670083.0,305270083.0,2012,3,5.6,2442.0,"[14, 12, 28]",Fantasy,305.270083,150.0,83.670083,103.51
88,2007-11-16,Beowulf,150000000.0,82280579.0,195080579.0,2007,11,,,,,195.080579,150.0,82.280579,30.05
89,2012-05-11,Dark Shadows,150000000.0,79727149.0,238202668.0,2012,5,5.9,4197.0,"[35, 14]",Comedy,238.202668,150.0,79.727149,58.8
90,2013-06-28,White House Down,150000000.0,73103784.0,205440387.0,2013,6,6.4,2817.0,"[28, 18, 53]",Action,205.440387,150.0,73.103784,36.96
91,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,2010,2,5.7,1009.0,[27],Horror,142.634358,150.0,62.189884,-4.91
92,2017-02-17,The Great Wall,150000000.0,45157105.0,334486852.0,2017,2,5.8,2775.0,"[28, 12, 14]",Action,334.486852,150.0,45.157105,122.99
93,2015-10-09,Pan,150000000.0,35088320.0,151525973.0,2015,10,5.9,1701.0,"[12, 10751, 14]",Adventure,151.525973,150.0,35.08832,1.02
94,2011-03-11,Mars Needs Moms,150000000.0,21392758.0,39549758.0,2011,3,5.7,299.0,"[12, 16, 10751]",Adventure,39.549758,150.0,21.392758,-73.63
96,2006-11-03,Flushed Away,149000000.0,64665672.0,179357126.0,2006,11,,,,,179.357126,149.0,64.665672,20.37
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,2012,6,6.5,3380.0,"[16, 10751, 35]",Animation,746.921271,145.0,216.391482,415.12
98,2011-12-16,Mission: ImpossibleâGhost Protocol,145000000.0,209397903.0,694713230.0,2011,12,,,,,694.71323,145.0,209.397903,379.11
99,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,2014,6,7.7,5589.0,"[14, 28, 12, 16, 35, 10751]",Fantasy,614.58627,145.0,177.002924,323.85
100,1999-06-16,Tarzan,145000000.0,171091819.0,448191819.0,1999,6,5.5,348.0,"[16, 28, 12, 10751]",Animation,448.191819,145.0,171.091819,209.1
1,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,2014,3,6.6,1357.0,"[16, 12, 10751]",Animation,269.80643,145.0,111.50643,86.07
2,2012-11-21,Rise of the Guardians,145000000.0,103412758.0,306900902.0,2012,11,7.3,3697.0,"[16, 10751, 14]",Animation,306.900902,145.0,103.412758,111.66
3,2005-04-08,Sahara,145000000.0,68671925.0,121671925.0,2005,4,,,,,121.671925,145.0,68.671925,-16.09
4,2016-07-15,Ghostbusters,144000000.0,128350574.0,229008658.0,2016,7,5.4,3780.0,"[28, 14, 35]",Action,229.008658,144.0,128.350574,59.03
5,2002-11-22,Die Another Day,142000000.0,160942139.0,431942139.0,2002,11,,,,,431.942139,142.0,160.942139,204.18
6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,305411224.0,634954103.0,2003,7,,,,,634.954103,140.0,305.411224,353.54
7,2009-05-08,Star Trek,140000000.0,257730019.0,386839614.0,2009,5,,,,,386.839614,140.0,257.730019,176.31
8,1998-07-01,Armageddon,140000000.0,201578182.0,554600000.0,1998,7,6.7,4267.0,"[28, 53, 878, 12]",Action,554.6,140.0,201.578182,296.14
9,2002-07-03,Men in Black 2,140000000.0,190418803.0,441767803.0,2002,7,,,,,441.767803,140.0,190.418803,215.55
10,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,2011,7,6.9,12810.0,"[28, 12, 878]",Action,370.569776,140.0,176.654505,164.69
11,2016-01-29,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0,2016,1,6.7,2944.0,"[28, 12, 16, 35, 10751]",Action,517.599142,140.0,143.528619,269.71
12,1998-07-10,Lethal Weapon 4,140000000.0,130444603.0,285400000.0,1998,7,,,,,285.4,140.0,130.444603,103.86
13,2013-03-27,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0,2013,3,5.5,3883.0,"[12, 28, 878, 53]",Adventure,375.740705,140.0,122.52306,168.39
14,2003-12-05,The Last Samurai,140000000.0,111110575.0,456810575.0,2003,12,,,,,456.810575,140.0,111.110575,226.29
15,2005-12-21,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0,2005,12,,,,,203.018919,140.0,110.55,45.01
16,2014-12-12,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0,2014,12,5.7,2909.0,"[12, 18, 28]",Adventure,268.314513,140.0,65.014513,91.65
17,2016-07-01,The BFG,140000000.0,55483770.0,199646680.0,2016,7,6.2,1916.0,"[12, 10751, 14]",Adventure,199.64668,140.0,55.48377,42.6
18,2016-02-26,Gods of Egypt,140000000.0,31153464.0,138836756.0,2016,2,5.4,2353.0,"[28, 12, 14, 878]",Action,138.836756,140.0,31.153464,-0.83
19,2002-05-03,Spider-Man,139000000.0,403706375.0,821706375.0,2002,5,,,,,821.706375,139.0,403.706375,491.16
20,2009-03-06,Watchmen,138000000.0,107509799.0,186976250.0,2009,3,,,,,186.97625,138.0,107.509799,35.49
21,2005-07-29,Stealth,138000000.0,32116746.0,76416746.0,2005,7,,,,,76.416746,138.0,32.116746,-44.63
22,2008-06-13,The Incredible Hulk,137500000.0,134806913.0,265573859.0,2008,6,,,,,265.573859,137.5,134.806913,93.14
23,2003-06-20,Hulk,137000000.0,132177234.0,245075434.0,2003,6,,,,,245.075434,137.0,132.177234,78.89
24,2001-07-11,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0,2001,7,,,,,85.13183,137.0,32.13183,-37.86
25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737.0,2012,11,,,,,829.724737,136.2,292.324737,509.2
26,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0,2013,3,6.8,3873.0,"[28, 12, 16, 35, 10751, 14]",Action,573.068425,135.0,187.168425,324.5
27,2015-12-25,The Revenant,135000000.0,183637894.0,532938302.0,2015,12,7.4,11064.0,"[37, 18, 12]",Western,532.938302,135.0,183.637894,294.77
27,2015-12-25,The Revenant,135000000.0,183637894.0,532938302.0,2015,12,7.4,11064.0,"[37, 18, 12]",Western,532.938302,135.0,183.637894,294.77
28,1999-11-19,The World is Not Enough,135000000.0,126930660.0,361730660.0,1999,11,,,,,361.73066,135.0,126.93066,167.95
29,2011-03-04,Rango,135000000.0,123477607.0,245724600.0,2011,3,6.6,3412.0,"[16, 35, 10751, 37, 12]",Animation,245.7246,135.0,123.477607,82.02
30,2003-11-14,Master and Commander: The Far Side of the World,135000000.0,93926386.0,212912137.0,2003,11,,,,,212.912137,135.0,93.926386,57.71
31,2013-07-17,Turbo,135000000.0,83028130.0,286896578.0,2013,7,6.1,1758.0,"[16, 10751]",Animation,286.896578,135.0,83.02813,112.52
32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0,2016,6,5.9,1860.0,"[28, 12, 35, 10751, 878]",Action,245.328374,135.0,82.051601,81.72
33,2011-11-18,Happy Feet Two,135000000.0,64006466.0,157956466.0,2011,11,5.9,754.0,"[16, 35, 10751]",Animation,157.956466,135.0,64.006466,17.0
34,2006-07-28,Miami Vice,135000000.0,63478838.0,163818556.0,2006,7,,,,,163.818556,135.0,63.478838,21.35
35,2018-11-02,The Nutcracker and the Four Realms,132900000.0,54858851.0,170293899.0,2018,11,6.0,909.0,"[14, 12, 10751]",Fantasy,170.293899,132.9,54.858851,28.14
36,2005-06-29,War of the Worlds,132000000.0,234280354.0,606836535.0,2005,6,,,,,606.836535,132.0,234.280354,359.72
37,2014-11-26,Penguins of Madagascar,132000000.0,83350911.0,366942531.0,2014,11,6.4,2273.0,"[10751, 16, 12, 35]",Family,366.942531,132.0,83.350911,177.99
38,2013-11-22,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0,2013,11,7.4,11170.0,"[12, 28, 878]",Adventure,864.868047,130.0,424.668047,565.28
39,2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000.0,249757726.0,796907323.0,2004,6,,,,,796.907323,130.0,249.757726,513.01
40,2007-08-03,The Bourne Ultimatum,130000000.0,227471070.0,444043396.0,2007,8,7.4,4440.0,"[28, 18, 9648, 53]",Action,444.043396,130.0,227.47107,241.57
41,2018-07-06,Ant-Man and the Wasp,130000000.0,216648740.0,623144660.0,2018,7,7.0,6290.0,"[28, 12, 878, 35]",Action,623.14466,130.0,216.64874,379.34
42,2008-06-06,Kung Fu Panda,130000000.0,215434591.0,631910531.0,2008,6,,,,,631.910531,130.0,215.434591,386.09
43,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0,2015,7,7.1,11949.0,"[878, 28, 12]",Sci-Fi,518.858449,130.0,180.202163,299.12
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,2015,3,5.4,11.0,"[18, 9648]",Drama,385.997896,130.0,177.39751,196.92
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,2015,3,6.8,2372.0,"[14, 35, 16, 878, 10751]",Fantasy,385.997896,130.0,177.39751,196.92
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,2015,3,4.7,14.0,"[27, 18, 10751]",Horror,385.997896,130.0,177.39751,196.92
45,2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,2018,12,6.6,1457.0,"[14, 10751, 35]",Fantasy,341.528518,130.0,171.958438,162.71
46,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0,2011,10,6.3,1422.0,"[28, 12, 16, 10751, 14, 35]",Action,554.987477,130.0,149.260504,326.91
47,2010-11-05,Megamind,130000000.0,148415853.0,321887208.0,2010,11,6.8,3635.0,"[16, 28, 35, 10751, 878]",Animation,321.887208,130.0,148.415853,147.61
48,2003-07-18,Bad Boys II,130000000.0,138540870.0,273271982.0,2003,7,,,,,273.271982,130.0,138.54087,110.21
49,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0,2014,4,6.3,1803.0,"[12, 35, 10751, 16]",Adventure,492.846291,130.0,131.538435,279.11
50,2010-07-23,Salt,130000000.0,118311368.0,290650494.0,2010,7,6.3,3240.0,"[28, 9648, 53]",Action,290.650494,130.0,118.311368,123.58
51,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,2014,3,7.6,11.0,[18],Drama,352.831065,130.0,101.200044,171.41
51,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,2014,3,5.6,3955.0,"[18, 12]",Drama,352.831065,130.0,101.200044,171.41
52,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,2011,12,6.8,3251.0,"[12, 16, 9648]",Adventure,373.993951,130.0,77.591831,187.69
53,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0,2013,5,5.1,4154.0,"[878, 28, 12]",Sci-Fi,251.499665,130.0,60.522097,93.46
54,2008-11-26,Australia,130000000.0,49554002.0,215080810.0,2008,11,,,,,215.08081,130.0,49.554002,65.45
55,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,2013,7,5.6,2047.0,"[14, 28, 35, 80]",Fantasy,79.076678,130.0,33.618855,-39.17
56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000.0,160791800.0,519258283.0,2019,2,,,,,519.258283,129.0,160.7918,302.53
57,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000.0,281287133.0,689420051.0,2011,11,,,,,689.420051,127.5,281.287133,440.72
58,2000-05-19,Dinosaur,127500000.0,137748063.0,356148063.0,2000,5,,,,,356.148063,127.5,137.748063,179.33
59,2017-03-03,Logan,127000000.0,226277068.0,615461394.0,2017,3,7.8,12330.0,"[28, 18, 878]",Action,615.461394,127.0,226.277068,384.62
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0,2014,12,6.1,3536.0,"[12, 35, 14, 10751]",Adventure,353.756621,127.0,113.746621,178.55
61,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000.0,381193157.0,1341693157.0,2011,7,,,,,1341.693157,125.0,381.193157,973.35
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,2014,11,6.8,10087.0,"[878, 12, 53]",Sci-Fi,766.575131,125.0,337.135885,513.26
63,2001-11-16,Harry Potter and the Sorcererâs Stone,125000000.0,317871467.0,975047606.0,2001,11,,,,,975.047606,125.0,317.871467,680.04
64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000.0,296131568.0,960431568.0,2010,11,,,,,960.431568,125.0,296.131568,668.35
65,2006-05-19,The Da Vinci Code,125000000.0,217536138.0,767820459.0,2006,5,,,,,767.820459,125.0,217.536138,514.26
66,2003-05-02,X-Men 2,125000000.0,214949694.0,406875536.0,2003,5,,,,,406.875536,125.0,214.949694,225.5
67,2011-04-29,Fast Five,125000000.0,210031325.0,630163454.0,2011,4,7.2,4294.0,"[28, 53, 80]",Action,630.163454,125.0,210.031325,404.13
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,2014,8,5.8,4259.0,"[878, 28, 12, 14, 35]",Sci-Fi,485.004754,125.0,191.204754,288.0
69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,2011,12,7.1,6380.0,"[12, 28, 80, 9648]",Adventure,535.663443,125.0,186.848418,328.53
70,2004-05-28,The Day After Tomorrow,125000000.0,186740799.0,556319450.0,2004,5,,,,,556.31945,125.0,186.740799,345.06
71,2017-03-31,The Boss Baby,125000000.0,175003033.0,510878762.0,2017,3,6.4,4314.0,"[16, 35, 10751]",Animation,510.878762,125.0,175.003033,308.7
72,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,2010,4,5.7,3714.0,"[12, 14, 28]",Adventure,493.214888,125.0,163.214888,294.57
73,2016-11-04,Trolls,125000000.0,153707064.0,344150134.0,2016,11,6.6,1880.0,"[12, 10751, 35, 14, 10402, 16]",Adventure,344.150134,125.0,153.707064,175.32
73,2016-11-04,Trolls,125000000.0,153707064.0,344150134.0,2016,11,6.6,1880.0,"[12, 10751, 35, 14, 10402, 16]",Adventure,344.150134,125.0,153.707064,175.32
74,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0,1998,5,6.1,5053.0,"[28, 18, 878]",Action,376.0,125.0,136.314294,200.8
75,2012-06-08,Prometheus,125000000.0,126477084.0,402448265.0,2012,6,6.4,7384.0,"[878, 12, 9648]",Sci-Fi,402.448265,125.0,126.477084,221.96
76,2012-08-10,The Bourne Legacy,125000000.0,113203870.0,280355920.0,2012,8,6.1,3630.0,"[28, 53]",Action,280.35592,125.0,113.20387,124.28
77,1997-06-20,Batman & Robin,125000000.0,107325195.0,238317814.0,1997,6,,,,,238.317814,125.0,107.325195,90.65
78,2018-07-13,Skyscraper,125000000.0,68420120.0,304115534.0,2018,7,6.1,2177.0,[28],Action,304.115534,125.0,68.42012,143.29
79,2012-08-03,Total Recall,125000000.0,58877969.0,211856088.0,2012,8,5.9,3486.0,"[28, 878, 12, 53]",Action,211.856088,125.0,58.877969,69.48
80,2016-12-21,Assassinâs Creed,125000000.0,54647948.0,240759682.0,2016,12,,,,,240.759682,125.0,54.647948,92.61
81,2017-01-13,Monster Trucks,125000000.0,33370166.0,61642798.0,2017,1,5.9,414.0,"[28, 35, 878]",Action,61.642798,125.0,33.370166,-50.69
82,1999-08-27,The 13th Warrior,125000000.0,32698899.0,61698899.0,1999,8,,,,,61.698899,125.0,32.698899,-50.64
83,2000-11-17,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0,2000,11,,,,,345.141403,123.0,260.044825,180.6
84,2000-05-24,Mission: Impossible 2,120000000.0,215409889.0,549588516.0,2000,5,,,,,549.588516,120.0,215.409889,357.99
85,2000-06-30,The Perfect Storm,120000000.0,182618434.0,328711434.0,2000,6,,,,,328.711434,120.0,182.618434,173.93
86,2016-07-29,Jason Bourne,120000000.0,162192920.0,416168316.0,2016,7,6.1,3611.0,"[28, 53]",Action,416.168316,120.0,162.19292,246.81
87,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000.0,131921738.0,289480691.0,2007,6,,,,,289.480691,120.0,131.921738,141.23
88,2012-11-21,Life of Pi,120000000.0,124987022.0,620912003.0,2012,11,7.3,8723.0,"[12, 18, 28]",Adventure,620.912003,120.0,124.987022,417.43
89,2007-02-16,Ghost Rider,120000000.0,115802596.0,229545589.0,2007,2,,,,,229.545589,120.0,115.802596,91.29
90,2018-04-13,Rampage,120000000.0,101028233.0,428056280.0,2018,4,6.2,3176.0,"[28, 12, 878, 14]",Action,428.05628,120.0,101.028233,256.71
91,2003-06-27,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0,2003,6,,,,,227.2,120.0,100.814328,89.33
92,2013-08-09,Elysium,120000000.0,93050117.0,286192091.0,2013,8,6.4,5406.0,"[878, 28, 18, 53]",Sci-Fi,286.192091,120.0,93.050117,138.49
93,2013-04-19,Oblivion,120000000.0,89107235.0,287916633.0,2013,4,6.5,6850.0,"[28, 878, 12, 9648]",Action,287.916633,120.0,89.107235,139.93
94,2017-03-24,Power Rangers,120000000.0,85364450.0,142531552.0,2017,3,6.2,2667.0,"[28, 12, 878]",Action,142.531552,120.0,85.36445,18.78
95,2002-07-19,Stuart Little 2,120000000.0,64956806.0,166000000.0,2002,7,,,,,166.0,120.0,64.956806,38.33
96,2014-02-12,RoboCop,120000000.0,58607007.0,242981799.0,2014,2,5.8,3390.0,"[28, 878]",Action,242.981799,120.0,58.607007,102.48
97,2004-06-11,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0,2004,6,,,,,107.212751,120.0,57.712751,-10.66
98,2015-08-07,Fantastic Four,120000000.0,56117548.0,167849187.0,2015,8,4.4,3837.0,"[28, 12, 878]",Action,167.849187,120.0,56.117548,39.87
99,2008-05-09,Speed Racer,120000000.0,43945766.0,93394462.0,2008,5,,,,,93.394462,120.0,43.945766,-22.17
100,2005-07-22,The Island,120000000.0,35818913.0,163018913.0,2005,7,,,,,163.018913,120.0,35.818913,35.85
1,2010-12-17,How Do You Know?,120000000.0,30212620.0,49628177.0,2010,12,,,,,49.628177,120.0,30.21262,-58.64
2,2010-06-23,Knight and Day,117000000.0,76423035.0,258751370.0,2010,6,6.0,2494.0,"[28, 35]",Action,258.75137,117.0,76.423035,121.16
